haltestelle;gps_x;gps_y;anfragen_durchschnittsmonat
Darmstadt-Kranichstein Borsdorffstraße/Kreisverwaltung;;;400
Seligenstadt-Froschhausen Kirche;8.932016;50.054843;400
Mörfelden-Walldorf-Walldorf Alpenring;8.564401;49.995861;400
Offenbach (Main)-Mathildenviertel Alter Friedhof;8.777856;50.105105;400
Mainz, Bismarckplatz;8.248922;50.012659;400
Bad Homburg v.d.H.-Ober-Erlenbach Seulberger Str.;8.674979;50.226434;400
Frankfurt (Main) Friedhof Enkheim;8.750256;50.150688;400
Wiesbaden-Mainz-Kastel Brückenkopf;8.280286;50.008117;400
Frankfurt (Main) Gwinnerstraße Mitte;8.737105;50.1389;400
Liederbach (Taunus)-Oberliederbach Bahnhof West;8.488058;50.11886;400
Taunusstein-Hahn Busbahnhof;8.160464;50.142866;400
Bad Vilbel-Massenheim Ziegelei;8.728522;50.188754;400
Mörfelden-Walldorf-Mörfelden Gärtnerweg;8.562047;49.970954;400
Frankfurt (Main) Elly-Beinhorn-Straße;8.591585;50.033603;400
Hochheim (Main) Dresdener Ring;8.349033;50.018868;400
Neu-Isenburg Brüder-Grimm-Schule;8.690871;50.051618;400
Bad Homburg v.d.H.-Dornholzhausen Landgraf-Friedrich-Platz;8.583527;50.241511;400
Taunusstein-Neuhof Mitte;8.211605;50.171099;400
Frankfurt (Main) Am Mühlgarten;8.650518;50.144646;400
Rüsselsheim Bahnhof Südseite;8.412409;49.990184;400
Bad Homburg v.d.H. Untertor/Friedhof;8.607923;50.231482;400
Frankfurt (Main) Lyoner-/Hahnstraße;8.63433;50.079282;400
Bad Soden (Taunus)-Neuenhain Hubertushöhe;8.481705;50.16509;400
Frankfurt (Main) Ben-Gurion-Ring West;8.658546;50.190404;400
Hanau Liebigstraße;8.884996;50.130055;400
Großkrotzenburg West;8.974143;50.083427;400
Frankfurt (Main) Eleonore-Sterling-Straße;8.665794;50.156882;400
Limburg (Lahn)-Lindenholzhausen Bahnhof;8.133411;50.377171;400
Mainz, Berliner Straße;8.269057;49.980973;400
Langen (Hessen) Bahnhof Westseite;8.656257;49.993589;400
Offenbach (Main)-Musikerviertel Dickstraße;8.752176;50.093087;400
Mainz, Kurmainzk./Akad. d. W.;8.270322;49.976714;400
Glashütten Kirche;8.402787;50.215277;400
Frankfurt (Main) Berner Straße;8.65984;50.19354;400
Leipzig Hbf;12.382064;51.345471;400
Sulzbach (Taunus) Bahnstraße;8.521009;50.126164;400
Wiesbaden Michelsberg;8.235766;50.083223;400
Biblis, Bahnhof;8.450395;49.689021;400
Köln Messe/Deutz Bf;6.975121;50.941123;400
Dietzenbach Dreieichstraße;8.778913;50.014646;400
Bad Vilbel Kennedy-Schule;8.735138;50.18627;400
Frankfurt (Main) Hartmann-Ibach-Straße;8.703003;50.127432;400
Heusenstamm Adolf-Reichwein-Schule;8.785223;50.055503;400
Frankfurt (Main) Hohe Straße;8.761359;50.158924;400
Dieburg Hochschule Süd;8.854654;49.899875;400
Echzell Bahnhof;8.89183;50.391955;400
Langenselbold Sparkasse;9.04143;50.175936;400
Oberursel (Taunus)-Weißkirchen Kammerpfad;8.590748;50.176511;400
Hanau Francois-Gärten/VHS;8.937188;50.142668;400
Groß-Umstadt-Klein-Umstadt Bahnhof;8.940257;49.893616;400
Hannover Hbf;;;400
Maintal-Dörnigheim Westendstraße;8.827501;50.136035;400
Wiesbaden Hochschule Rhein Main;8.218446;50.081162;400
Lampertheim, Bahnhof;8.478294;49.598339;400
Frankfurt (Main) Roßmarkt;8.675791;50.112588;400
Hattersheim (Main)-Okriftel Rossertstraße;8.493835;50.052022;400
Hanau-Wolfgang In den Tannen;8.951555;50.113969;400
Darmstadt Freiberger Platz;8.653068;49.860762;400
Langenselbold Rathausplatz;9.037383;50.174877;400
Bad Homburg v.d.H.-Kirdorf Rathgasse;8.609487;50.237438;400
Frankfurt (Main) Eichenstraße;8.601353;50.095269;400
Darmstadt Jugendstilbad;8.662222;49.872842;400
Karben-Klein-Karben Kirchgasse;8.775548;50.223668;400
Dietzenbach Rathaus;8.781025;50.017521;400
Frankfurt (Main) Parkfriedhof Heiligenstock;8.723767;50.162069;400
Offenbach (Main)-Rumpenheim Schloßpark;8.804704;50.130016;400
Echzell-Gettenau-Bingenheim Bahnhof;8.885868;50.380815;400
Frankfurt (Main) Flughafen Geb. 532;8.555714;50.026036;400
Frankfurt (Main) Flughafen Tor 26;8.53256;50.040654;400
Wiesbaden-Bierstadt Poststraße;8.281529;50.083157;400
Mainz-Oberstadt, Gymnasium;8.280212;49.980751;400
Rüsselsheim Kant-Gymnasium;8.435823;49.981269;400
Gießen Berliner Platz;8.679837;50.583437;400
Hanau Hauptbahnhof/Auheimer Straße;8.927507;50.120431;400
Frankfurt (Main) Im Fuchsloch;8.703697;50.207694;400
Hanau Hospitalstraße;8.913864;50.136827;400
Freigericht-Somborn Busbahnhof;9.11429;50.14209;400
Darmstadt Holzhofallee;8.638114;49.863917;400
Wiesbaden Schwalbacher Str./LuisenForum;8.236307;50.078813;400
Offenbach (Main)-Bieber Grazer Straße;8.801274;50.091518;400
Roßdorf Spessartring;8.744079;49.862297;400
Kelsterbach Berliner Straße;8.518611;50.053526;400
Bad Homburg v.d.H. Gartenfeldstraße/Heuchelheimer;8.590069;50.236244;400
Bad Nauheim Friedberger Straße;8.739621;50.357401;400
Frankfurt (Main) Frauenhofstraße;8.649151;50.087311;400
Oberursel (Taunus)-Bommersheim An d. Friedenslinde;8.603166;50.196732;400
Frankfurt (Main) Bonifatiusstraße;8.651779;50.184498;400
Maintal-Dörnigheim Betriebshof;8.842209;50.140241;400
Bruchköbel Alter Friedhof;8.925792;50.17975;400
Darmstadt-Arheilgen Im Fiedlersee;8.655476;49.901658;400
Kelsterbach Am Weiher;8.523877;50.054104;400
Frankfurt (Main) Gerlachstraße;8.544344;50.105333;400
Trebur Hauptstraße;8.407166;49.924315;400
Neu-Isenburg Alicestraße;8.676142;50.053149;400
Höchst (Odw.) Mümling-Grumbach Bahnhof;8.985597;49.771838;400
Neu-Isenburg-Gravenbruch Forsthaus;8.750037;50.054294;400
Maintal-Hochstadt Luisantring;8.827929;50.153144;400
Hanau-Großauheim Bruchwiesenweg;8.965892;50.104651;400
Darmstadt Anne-Frank-Straße;8.620819;49.84793;400
Hannover Hauptbahnhof/E.-A.-Pl;9.74107;52.37649;400
Frankfurt (Main) Adolph-Prior-Straße;8.579784;50.128014;400
Hochheim (Main) Altenwohnheim;8.36746;50.010106;400
Gießen Marktplatz;8.674757;50.58644;400
Cölbe Bahnhof;8.787759;50.848682;400
Bad Homburg v.d.H.-Ober-Erlenbach Spessartstraße;8.67648;50.225148;400
Frankfurt (Main) Lärchenstraße;8.586869;50.098515;400
Hanau Gabelsbergerstraße/Lamboypark;8.931705;50.141946;400
Rüsselsheim Am Borngraben;8.450631;49.984974;400
Kelkheim (Taunus)-Fischbach Bürgerhaus;8.423482;50.151146;400
Wiesbaden Dernsches Gelände;8.242856;50.080409;400
Frankfurt (Main) Fritz-Klatte-Straße;8.578134;50.092164;300
Wiesbaden-Mainz-Kostheim Am Lindequartier;8.296454;50.002499;300
Essen Hbf;7.014249;51.451184;300
Mainz, Bauhofstraße/Landesmus.;8.268748;50.004224;300
Wiesbaden Paulinen-Klinik;8.227311;50.071076;300
Dreieich-Offenthal In der Quelle;8.736949;49.980691;300
Wehrheim-Obernhain Ortsmitte;8.544;50.28145;300
Kelkheim (Taunus)-Fischbach Staufenstraße;8.427863;50.146906;300
Roßdorf Rathaus;8.756955;49.857393;300
Frankfurt (Main) Burgholzer Straße;8.667194;50.155789;300
Mühlheim (Main) Stadtmuseum;8.830416;50.124226;300
Friedrichsdorf Taunus Carre;8.640924;50.254711;300
Weiterstadt-Gräfenh. Schneppenhäuser Straße;8.595319;49.930419;300
Wiesbaden-Mainz-Kostheim Uthmannstraße;8.298364;50.011416;300
Hungen Bahnhof;8.89211;50.478199;300
Hemsbach, Bahnhof;8.648626;49.591301;300
Darmstadt Böllenfalltor;8.669745;49.852613;300
Bad Soden (Taunus) Kreiskrankenhaus;8.512763;50.151271;300
Wiesbaden Carl-von-Linde-Straße;8.208427;50.076366;300
Hanau Königsberger Straße;8.884956;50.134928;300
Mainz, Schillerplatz;8.267694;49.998407;300
Maintal-Dörnigheim Honeywellstraße;8.864061;50.13442;300
Bad Homburg v.d.H. Landratsamt;8.616114;50.216801;300
Hanau-Steinheim Obertor;8.914114;50.106427;300
Frankfurt (Main) Achenbachstraße;8.676612;50.097487;300
Hattersheim (Main)-Okriftel Friedhof;8.496943;50.057951;300
Erlensee-Langendiebach Georg-Büchner-Schule;8.983411;50.16125;300
Darmstadt Beckstraße;8.668349;49.869348;300
Lich (Oberhess) Bahnhof;8.821389;50.514938;300
Dietzenbach Friedhof;8.774459;50.00339;300
Hanau Beethovenplatz;8.895296;50.142863;300
Erfurt Hbf;11.038116;50.972405;300
Obertshausen-Hausen Marktplatz;8.865138;50.081806;300
Langen (Hessen) Am Schleifweg;8.685617;49.982344;300
Bad Vilbel-Dortelweil Stadastraße;8.743934;50.202818;300
Offenbach (Main)-Lauterborn Backstraße;8.748831;50.088652;300
Hofheim am Taunus-Marxheim Mainzer Straße;8.438207;50.078891;300
Oberursel (Taunus)-Weißkirchen Kurmainzer Straße;8.595648;50.182344;300
Frankfurt (Main) Frischezentrum;8.647757;50.19493;300
Frankfurt (Main) Lurgiallee;8.635882;50.170987;300
Idstein Hochschule;8.267078;50.221325;300
Frankfurt (Main) Andreaskirche;8.669971;50.150897;300
Hochheim (Main) Alleestraße;8.345771;50.016539;300
Grävenwiesbach-Hundstadt Bahnhof;8.468658;50.371066;300
Darmstadt-Eberstadt Carl-Ulrich-Straße;8.645191;49.832898;300
Freiburg Hauptbahnhof;7.84094;47.99696;300
Frankfurt (Main) Unterschweinstiege;8.585403;50.058687;300
Reiskirchen Bahnhof;8.830987;50.597658;300
Büdingen An der Saline;9.10874;50.284479;300
Obertshausen-Hausen Brückenstraße;8.862933;50.085885;300
Frankfurt (Main) Lucy-Hillebrand-Straße;8.623808;50.174618;300
Trier, Hauptbahnhof;6.653136;49.758208;300
Schmitten-Oberreifenberg Siegfriedsiedlung;8.443733;50.243597;300
Kaiserslautern, Hbf;7.768372;49.436217;300
Frankfurt (Main) An der Wildhube;8.587126;50.086487;300
Seligenstadt Schwimmbad;8.982892;50.036859;300
Wiesbaden Kochbrunnen;8.243023;50.086661;300
Raunheim Mainstraße;8.454516;50.015563;300
Offenbach (Main)-Bürgel Arendsstraße;8.78842;50.121622;300
Langen (Hessen) Krankenhaus;8.681156;50.000111;300
Frankfurt (Main) Carl-Benz-Straße Nord;8.749841;50.121569;300
Wehrheim-Obernhain Sporthalle;8.546149;50.278285;300
Heusenstamm Alte Linde;8.795393;50.058536;300
Weiterstadt Otto-Wels-Straße;8.588559;49.905653;300
Frankfurt (Main) Ernst-Wiss-Straße;8.590787;50.097953;300
Darmstadt Ludwigshöhstraße;8.65247;49.853412;300
Bruchköbel Altenheim;8.928528;50.18044;300
Wiesbaden-Klarenthal Anne-Frank-Straße;8.207431;50.084706;300
Aßlar-Werdorf Bahnhof;8.418728;50.593091;300
Babenhausen-Hergershausen Bahnhof;8.915831;49.936656;300
Bad Münster, Bahnhof;7.846907;49.813412;300
Ulm Hauptbahnhof;9.982722;48.399369;300
Offenbach (Main)-Bieber Nahestraße;8.81564;50.084647;300
Hasselroth-Neuenhaßlau Laubersbachweg;9.087131;50.161302;300
Darmstadt Pützerstraße/Mathildenhöhe;8.662577;49.875296;300
Frankfurt (Main) Flughafen Tor 31;8.557386;50.022887;300
Darmstadt Pulverhäuserweg;8.627966;49.85056;300
Frankfurt (Main) Robert-Bosch-Straße;8.754492;50.119973;300
Frankfurt (Main) Heimatmuseum Bergen-Enkheim;8.753094;50.15514;300
Mühlheim (Main) Rote Warte;8.818217;50.120027;300
Darmstadt Berliner Allee;8.635761;49.870729;300
Darmstadt-Arheilgen Fuchsstraße;8.656404;49.906093;300
Kelkheim (Taunus) Stadtmitte;8.451704;50.134574;300
Darmstadt Fliederberg;8.63757;49.860507;300
Kaub Bf;7.76875;50.083197;300
Glashütten-Schloßborn Gemeindezentrum;8.380961;50.200999;300
Waldhof, Bahnhof;8.482428;49.525637;300
Bad Homburg v.d.H.-Dornholzhausen Die Steinwiesen;8.581277;50.237435;300
Friedberg (Hessen)-Fauerbach Friedhof;8.776692;50.325613;300
Frankfurt (Main) Alte Gasse;8.687204;50.118238;300
Oberursel (Taunus)-Oberstedten Trafostation;8.57108;50.226461;300
Dietzenbach Waldorf-Schule;8.771317;50.021931;300
Borken;9.277;51.050684;300
Wiesbaden-Naurod Fondetter Straße;8.301502;50.135039;300
Frankfurt (Main) Heister-/Siemensstraße;8.695347;50.104064;300
Frankfurt (Main) Geozentrum;8.634544;50.173883;300
Rödermark-Ober-Roden Siedlung Breidert;8.838201;49.969189;300
Kelsterbach Baugéplatz;8.54067;50.061243;300
Gießen Unterhof;8.677412;50.565647;300
Dietzenbach Brunnenstraße;8.774602;50.008722;300
Rödermark-Waldacker Nord;8.814309;50.002279;300
Frankfurt (Main) Großer Hasenpfad Mitte;8.686239;50.094672;300
Hanau Klinikum;8.924739;50.132924;300
Florstadt-Nieder-Florstadt Messeplatz;8.860237;50.31954;300
Mühlheim (Main) Bahnhof Nordseite;8.837422;50.120072;300
Bad Soden (Taunus) Friedrich-Uhde-Straße;8.510614;50.13557;300
Ginsheim-Gustavsburg Friedhof;8.333337;49.995241;300
Wiesbaden Webergasse;8.24118;50.085118;300
Langen (Hessen) Annastraße;8.666442;49.998037;300
Offenbach (Main)-Musikerviertel Klinikum OF West;8.754564;50.096203;300
Schwalbach (Taunus) Am Flachsacker;8.532795;50.144485;300
St. Goarshausen Bf;7.714387;50.155681;300
Duisburg Hbf;6.775636;51.429982;300
Offenbach (Main)-Lauterborn Ring Center;8.760538;50.089238;300
Hanau-Klein-Auheim Feuerwehrhaus;8.927084;50.098635;300
Darmstadt Hochschule;8.635028;49.866568;300
Hofheim am Taunus Kantstraße;8.454098;50.091881;300
Karben-Klein-Karben Schulstraße;8.773511;50.22775;300
Wiesbaden-Nordenstadt Wallauer Weg;8.347855;50.063612;300
Rüsselsheim Marktplatz;8.411472;49.994995;300
Frankfurt (Main) Ginnheimer Waldgasse;8.647744;50.141446;300
Friedberg (Hessen) Kindertagesstätte;8.765298;50.332306;300
Frankfurt (Main) Kaiserleibrücke;8.733893;50.112785;300
Messel Bahnhof;8.745679;49.921801;300
Raunheim Am Prime-Parc;8.459974;50.015265;300
Frankfurt (Main) Weserstraße;8.669028;50.109944;300
Hanau Posener Straße;8.881196;50.133836;300
Mainz, Kaisertor/Stadtbib.;8.268318;50.008985;300
Bad Homburg v.d.H.-Ober-Eschbach Atzelnest/SÜDCAMPUS;8.652645;50.212268;300
Wiesbaden-Mainz-Kostheim Luisenstraße;8.301515;50.000952;300
Bodenheim, Bahnhof;8.311974;49.929755;300
Offenbach (Main)-Musikerviertel Haydnstraße;8.762033;50.093526;300
Gau-Algesheim, Bahnhof;8.015988;49.961243;300
Karben-Klein-Karben Karl-Liebknecht-Straße;8.777292;50.220741;300
Heusenstamm Am Goldberg;8.814169;50.060415;300
Niddatal-Assenheim Schloß;8.815584;50.298005;300
Schmitten Kirche;8.47719;50.269271;300
Oberursel (Taunus) Im Rosengärtchen;8.549553;50.216279;300
Ginsheim-Gustavsburg Dr.-Kitz-Straße;8.323984;49.996222;300
Hanau Friedrichstraße;8.927117;50.127388;300
Bamberg;10.899641;49.900658;300
Hanau Händelstraße;8.899067;50.142354;300
Offenbach (Main)-Bürgel Eppsteiner Straße;8.787337;50.112534;300
Wiesbaden-Igstadt Bahnhof;8.325592;50.082594;300
Rüsselsheim Godesberger Straße;8.431908;50.001771;300
Wiesbaden-Bierstadt Wartestraße;8.266462;50.084478;300
Hanau-Großauheim Rochusplatz;8.94549;50.103173;300
Hainburg-Hainstadt Breslauer Straße;8.929748;50.072998;300
Frankfurt (Main) Lohrberg;8.727328;50.15368;300
Wiesbaden Adlerstraße;8.235375;50.086725;300
Hanau Kurt-Blaum-Platz;8.924156;50.12962;300
Mücke-Flensungen Mücke Bahnhof;9.028929;50.616847;300
Darmstadt Marienhöhe;8.646066;49.843501;300
Steinbach (Taunus) Staufenstraße;8.567284;50.16891;300
Mainz, Rheingoldhalle/Rathaus;8.275462;50.001243;300
Friedrichsdorf-Seulberg Linde;8.64967;50.244647;300
Sulzbach (Taunus) Rathaus;8.528918;50.131802;300
Darmstadt Buchenlandweg;8.628414;49.847478;300
Dreieich-Sprendlingen Stadtwerke;8.681077;50.017494;300
Gonsenheim, Elbestraße;8.22094;50.005484;300
Bad Schwalbach Kurhaus;8.067513;50.140071;300
Hanau Schloss Philippsruhe;8.892404;50.128521;300
Kelsterbach Südpark;8.527939;50.053546;300
Darmstadt Prinz-Emil-Garten;8.647185;49.861656;300
Offenbach (Main)-Buchhügel Polizeipräsidium;8.773647;50.090384;300
Offenbach (Main)-Kaiserlei Amsterdamer Straße;8.733134;50.105901;300
Wiesbaden Platz der Deutschen Einheit;8.235254;50.080955;300
Offenbach (Main)-Bieber Geschwister-Scholl-Schule;8.798649;50.086605;300
Hanau-Wolfgang Christoph-Kolumbus-Straße;8.950425;50.12499;300
Schwalbach (Taunus) Höhenstraße;8.530382;50.146664;300
Hochheim (Main) Berliner Platz;8.354251;50.011508;300
Offenbach (Main)-Bürgel Schönbornstraße;8.790032;50.115368;300
Bad Homburg v.d.H.-Dornholzhausen Graf-Stauffenberg-Ring;8.584365;50.239402;300
Neu-Isenburg Neuhöfer Straße;8.695262;50.044638;300
Eschborn Berliner-/Hamburger Straße;8.566083;50.139165;300
Herborn Bahnhof/ZOB;;;300
Bacharach, Bahnhof;7.769681;50.056289;300
Weiterstadt-Braunshardt Dornhecke;8.577455;49.913508;300
Kronberg (Taunus) Falkensteiner Stock;8.494853;50.186526;300
Hanau-Klein-Auheim Pfützenweg;8.917101;50.100558;300
Bad Homburg v.d.H. Polizeistation;8.592094;50.237199;300
Groß-Gerau Landratsamt;8.478866;49.911771;300
Schmitten-Niederreifenberg Großer Feldberg;8.45693;50.232053;300
Trebur-Geinsheim Poststraße;8.396582;49.881339;300
Wiesbaden Kleinfeldchen;8.216638;50.077042;300
Groß-Gerau-Dornberg Bahnhof Westseite;8.494101;49.912129;300
Reichelsheim (Wetterau)-Weckesheim Bahnhof;8.84381;50.359775;300
Wiesbaden Kurhaus/Theater;8.244368;50.083799;300
Bad Homburg v.d.H.-Ober-Eschbach Hessengärten;8.649037;50.219221;300
Hanau Akademiestraße;8.919579;50.126524;300
Rüsselsheim Adam-Opel-Straße;8.426589;49.988637;300
Gießen Eichendorffring;8.706022;50.581512;300
Karben-Okarben Berufsbildungswerk;8.747066;50.238466;300
Frankfurt (Main) Humperdinckstraße;8.662081;50.087929;300
Offenbach (Main)-Lauterborn Bert-Brecht-Straße;8.745064;50.0836;300
Hattersheim (Main)-Okriftel Mühlgraben;8.50541;50.056796;300
Nidderau-Heldenbergen Oberburg;8.863957;50.233294;300
Offenbach (Main)-Mathildenviertel Mathildenplatz;8.773938;50.104329;300
Schmitten-Niederreifenberg An der Weilquelle;8.434202;50.23754;300
Hainburg-Klein-Krotzenburg Bettenweg;8.973779;50.072666;300
Seeheim-Jugenheim-Seeheim Neues Rathaus;8.645749;49.766884;300
Darmstadt Am Kaiserschlag;8.633944;49.851571;300
Frankfurt (Main) Zum Rebstockbad;8.618831;50.112964;300
Hanau Kantstraße;8.881726;50.131545;300
Münster (Hessen)-Altheim Bahnhof;8.891219;49.92356;300
Mühlheim (Main)-Lämmerspiel Wilhelm-Leuschner-Str.;8.851488;50.100129;200
Gießen Feuerbachstraße;;;200
Bad Vilbel Huizener Straße;8.730058;50.180693;200
Steinbach (Taunus) Wingertstraße;8.577299;50.169707;200
Darmstadt Haardtring;8.635503;49.85797;200
Weiterstadt-Riedbahn R.-Diesel-Straße/BTZ;8.609948;49.900409;200
Bad Soden (Taunus)-Neuenhain Wohnstift Augustinum;8.502953;50.152767;200
Hattersheim (Main)-Okriftel Amselweg;8.497291;50.055989;200
Bretzenheim(Mz),H.-Böckler-S.;8.239238;49.976218;200
Bingen, Stadtbahnhof;7.902681;49.969704;200
Weiterstadt-Schneppenhausen Schulstraße;8.579477;49.927126;200
Neu-Isenburg Isenburgzentrum Ost;8.700849;50.049871;200
Bad Vilbel-Dortelweil Hohemarkstraße;8.745258;50.206838;200
Bad Homburg v.d.H.-Ober-Eschbach Albin-Göhring Halle;8.654986;50.217961;200
Hofheim am Taunus-Wallau Ländcheshalle;8.367605;50.064063;200
Oberursel (Taunus)-Oberstedten Bergweg;8.563499;50.225678;200
Wiesbaden Luisenplatz;8.239311;50.079019;200
Frankfurt (Main) Farbenstraße/Friedhof;8.510194;50.076595;200
Bad Sobernheim, Bahnhof;7.649499;49.7829;200
Steinbach (Taunus) Niederhöchstädter Straße;8.568377;50.167251;200
Seligenstadt Hörsteiner Weg;8.986178;50.03961;200
Bad Vilbel Bürgerhaus;8.715581;50.171309;200
Eschborn Rathaus;8.572944;50.141538;200
Großkrotzenburg Ost;8.99147;50.078336;200
Heusenstamm Herrnstraße;8.804189;50.059046;200
Darmstadt Lucasweg/Hochzeitsturm;8.667054;49.87864;200
Finthen, Katzenberg;8.181038;49.984795;200
Langen (Hessen) Wallstraße;8.680656;49.99142;200
Ober-Mörlen Schloß;8.692857;50.375532;200
Oberursel (Taunus) Theodor-Heuss-Straße;8.562855;50.209466;200
Oberwesel Bahnhof;7.731276;50.104243;200
Wiesbaden Adelheidstraße;8.237794;50.075952;200
Bad Homburg v.d.H.-Gonzenheim Holzhäuser Straße;8.645856;50.220105;200
Hattersheim (Main)-Okriftel Buchenstraße;8.493905;50.054697;200
Mörfelden-Walldorf-Walldorf Pfarrer-Papon-Straße;8.577694;49.997322;200
Hanau-Großauheim Goethestraße;8.94712;50.110555;200
Maintal-Dörnigheim Breitscheidstraße;8.836291;50.136254;200
Wiesloch-Walldorf, Bf;8.664155;49.291129;200
Höchst (Odw.) Hetschbach Bahnhof;8.983463;49.80727;200
Eschborn Camp Phönix;8.560327;50.132239;200
Seligenstadt In den Spitzäckern;8.958638;50.045847;200
Flörsheim (Main)-Weilbach Weilbachhalle;8.43683;50.041943;200
Langenselbold Ringstraße;9.029051;50.180435;200
Dietzenbach Römersiedlung;8.78534;50.02694;200
Groß-Gerau Auf Esch III;8.476043;49.903226;200
Bad Homburg v.d.H. Berliner Straße;8.606112;50.221739;200
Mainz, Universitätsmedizin;8.260377;49.99347;200
Nidderau-Windecken Willi-Salzmann-Halle;8.87674;50.224695;200
Oberursel (Taunus) Am Rahmtor;8.575639;50.201481;200
Neu-Isenburg Gewerbegebiet Ost;8.712815;50.048665;200
Pfungstadt-Hahn Rathaus;8.55948;49.793692;200
Steinbach (Taunus) Europakreisel;8.581416;50.171101;200
Eschborn-Niederhöchstadt Ligusterweg;8.551325;50.164687;200
Trebur-Geinsheim Friedhof;8.395152;49.884923;200
Karben-Burg-Gräfenrode Friedhof;8.798809;50.260525;200
Bad Homburg v.d.H. Heuchelheimer Straße;8.591032;50.233528;200
Wiesbaden-Bierstadt Plutoweg;8.273889;50.085298;200
Neu-Isenburg Martin-Behaim-Straße;8.714518;50.047685;200
Hainburg-Klein-Krotzenburg Konrad-Adenauer-Straße;8.95424;50.076264;200
Darmstadt-Arheilgen Messeler Straße;8.655127;49.913394;200
Wiesbaden-Dotzheim Helmholtzstraße;8.19532;50.082812;200
Schwetzingen, Bahnhof;8.57864;49.383439;200
Offenbach (Main)-Buchhügel Lichtenplattenweg;8.780243;50.096524;200
Offenbach (Main)-Offenbach Ost Karl-Herdt-Weg;8.801277;50.111621;200
Raunheim Bahnhof Nordseite;8.455493;50.010542;200
Saulheim, Bahnhof;8.154334;49.873921;200
Neu-Isenburg-Zeppelinheim Ludwig-Dürr-Straße;8.613262;50.034374;200
Wiesbaden-Mainz-Kastel Steinern Straße/WLeuSch;8.294842;50.012797;200
Oberursel (Taunus)-Stierstadt Reifenberger Straße;8.571554;50.188345;200
Wiesbaden-Mainz-Amöneburg Dyckerhoffstraße;8.262168;50.03117;200
Bad Homburg v.d.H.-Kirdorf Waldfriedhof;8.620502;50.247526;200
Wiesbaden-Dotzheim Stephan-Born-Straße;8.190369;50.068599;200
Gründau-Lieblos Bahnhof;9.143964;50.207284;200
Darmstadt Regerweg;8.677581;49.881628;200
Rüsselsheim Berliner/Georg-Treber-Straße;8.426013;49.998194;200
Bretzenheim, Ludwig-Nauth-Str.;8.237686;49.979778;200
Kronberg (Taunus)-Oberhöchstadt Hohenwald;8.549615;50.183583;200
Eberbach, Bahnhof;8.984271;49.465773;200
Neu-Isenburg-Gravenbruch Autobahnmeisterei;8.735674;50.062205;200
Sinn Bahnhof;8.325063;50.649743;200
Frankfurt (Main) Zehnmorgenstraße;8.656543;50.159076;200
Bad Homburg v.d.H.-Ober-Erlenbach Friedhof;8.684782;50.227472;200
Eschborn Zeilsheimer Weg;8.565061;50.139261;200
Alzey, Bahnhof;8.109497;49.749723;200
Eschborn-Niederhöchstadt Steinbacher Straße;8.548558;50.156492;200
Mainz, M.-L.-Str./Antenne;8.27997;49.98219;200
Augsburg Hbf;10.885592;48.365544;200
Pohlheim-Watzenborn-Steinberg Bahnhof;8.721847;50.545017;200
Hofheim am Taunus-Wallau Am Wickerbach;8.373928;50.064344;200
Darmstadt Merck;8.654225;49.895406;200
Frankfurt (Main) Flughafen Geb. 544;8.563312;50.022231;200
Glashütten-Schloßborn Frankenbach;8.381776;50.198603;200
Ehringshausen-Katzenfurt Bahnhof;8.343053;50.615874;200
Offenbach (Main)-Waldheim Senefelderallee;8.811394;50.116331;200
Kelkheim (Taunus)-Fischbach Taunusstraße;8.431532;50.148376;200
Hanau-Steinheim Doorner Straße;8.914607;50.112226;200
Sulzbach, Bahnhof;8.656195;49.576045;200
Oberursel (Taunus)-Oberstedten Lindenbergweg;8.561871;50.221424;200
Wiesbaden-Mainz-Kostheim Hallgarter Straße;8.300703;50.006953;200
Frankenthal, Hauptbahnhof;8.349826;49.535938;200
Idar-Oberstein, Bahnhof;7.321222;49.699367;200
Hechtsheim, Frankenhöhe;8.286051;49.966343;200
Mainz, Feldbergpl./M. Stadtw.;8.263585;50.011024;200
Hofheim am Taunus-Diedenbergen Wachtelweg;8.412934;50.061697;200
Frankfurt (Main) Harheimer Weg;8.673536;50.183142;200
Wörrstadt, Bahnhof;8.114629;49.846119;200
Raunheim Bahnhof Südseite;8.454918;50.009618;200
Karben-Rendel Altes Rathaus;8.7914;50.214708;200
Offenbach (Main)-Musikerviertel Beethovenschule;8.756435;50.092417;200
Flörsheim (Main)-Wicker Flörsheimer Straße;8.410143;50.027308;200
Riedstadt-Crumstadt Sportanlagen;8.507607;49.816176;200
Offenbach (Main)-Kaiserlei Kaiserleistraße;8.739817;50.109652;200
Mainz, Marienborn;8.222772;49.960912;200
Offenbach (Main)-Bieberer Berg Stadion Bieb. Berg;8.796189;50.094899;200
Mombach, Turmstraße;8.23368;50.014306;200
Messel Rathaus;8.744166;49.936793;200
Hanau Burgallee;8.889121;50.133435;200
Kelsterbach Kuhweg;8.540941;50.064993;200
Kelsterbach Baugéstraße;8.538684;50.057868;200
Göttingen;9.92598;51.536722;200
Oberursel (Taunus)-Stierstadt Zollhaus;8.567768;50.190776;200
Offenbach (Main)-Bieber Am Rebstock;8.804365;50.089699;200
Schwalbach (Taunus) Ober der Röth;8.5281;50.148224;200
Seligenstadt-Froschhausen An der Lache;8.945794;50.051964;200
Frankfurt (Main) Flughafen Tor 33;8.594967;50.037332;200
Siegburg Bf;7.202825;50.793882;200
